timestamp,run_id,model_name,model_config,target,n_features,n_train,n_test,epoch_count,train_time_sec,inference_time_sec,mae,rmse,r2,mape_pct,acc_5_pct,acc_10_pct,acc_20_pct,direction_acc_pct,precision,recall,f1,tp,fp,fn,tn,best_epoch,best_test_error_pct,related_train_error_pct,notes
2026-08-27 12:00:03,20260825_014844,LinearRegression,fit_intercept=True,exam_score,30,16000,4000,1,0.055900,0.010534,7.992419,9.953977,0.724230,14.875623,24.075000,45.700000,76.550000,84.650000,0.848394,0.844156,0.846269,1690,302,312,1696,,,,
2026-08-27 12:00:03,20260825_014844,KNN(k=5),"k=5,weights=distance",exam_score,30,16000,4000,1,0.037400,0.181534,9.313424,11.669453,0.620987,17.621879,21.275000,41.425000,70.375000,81.775000,0.815568,0.821678,0.818612,1645,372,357,1626,,,,
2026-08-27 12:00:03,20260825_014844,KNN(k=10),"k=10,weights=distance",exam_score,30,16000,4000,1,0.034700,0.158827,8.990831,11.207646,0.650392,17.111370,21.725000,41.675000,72.450000,82.275000,0.816756,0.832667,0.824635,1667,374,335,1624,,,,
2026-08-27 12:00:03,20260825_014844,RandomForest,"n_estimators=100,max_depth=None,min_samples_leaf=1",exam_score,30,16000,4000,100,2.456800,0.053714,8.406893,10.447657,0.696198,15.724003,23.075000,44.625000,74.750000,84.150000,0.839623,0.844655,0.842131,1691,323,311,1675,,,,feature_importances available
2026-08-27 12:00:03,20260825_014844,XGBoost,"backend=xgboost,n_estimators=300,max_depth=6,lr=0.05,subsample=0.8",exam_score,30,16000,4000,300,0.636400,0.016927,8.1645355,10.179868,0.71157205,15.211886,23.850000,45.275000,75.300000,84.050000,0.840319,0.841159,0.840739,1684,320,318,1678,,,,backend=xgboost
2026-08-27 12:00:03,20260825_014844,MLP,"layers=[128, 64, 32],act=relu,lr=0.001,max_iter=500,early_stopping=True",exam_score,30,16000,4000,26,3.920900,0.006922,8.252786,10.285019,0.705583,15.543166,23.775000,45.200000,75.450000,84.050000,0.854102,0.821678,0.837576,1645,281,357,1717,,,,actual_iters=26
2026-08-27 12:00:03,20260825_014844,SegmentHandler,"max_x=5,dim=2,conn=0.1,density=0.8",exam_score,30,16000,4000,20,381.649900,1.599550,21.381299,26.025023,-0.885104,32.896714,7.050000,13.525000,27.900000,49.975000,0.555556,0.002498,0.004973,5,4,1997,1994,4,32.4134,32.3308,"max_x=5,dim=2,lr_mode=manual-full,pred_range=manual,grad_clip=manual,delta_clip=manual,reconnect_pct=0.0"
2026-08-27 12:00:03,20260825_014844,SegmentHandler,"max_x=10,dim=2,conn=0.1,density=0.8",exam_score,30,16000,4000,20,2312.512300,9.521811,11.528760,14.192972,0.439340,21.391925,15.425000,31.100000,60.650000,76.225000,0.749407,0.788711,0.768557,1579,528,423,1470,11,21.2733,10.9968,"max_x=10,dim=2,lr_mode=manual-full,pred_range=manual,grad_clip=manual,delta_clip=manual,reconnect_pct=0.0"
2026-08-27 12:00:03,20260825_014844,SegmentHandler,"max_x=15,dim=2,conn=0.1,density=0.8",exam_score,30,16000,4000,20,6409.558800,31.503135,11.992501,14.907675,0.381453,23.102819,16.800000,32.650000,59.425000,73.475000,0.677614,0.896603,0.771877,1795,854,207,1144,13,22.6827,5.9554,"max_x=15,dim=2,lr_mode=manual-full,pred_range=manual,grad_clip=manual,delta_clip=manual,reconnect_pct=0.0"
2026-08-27 12:00:03,20260825_014844,SegmentHandler,"max_x=20,dim=2,conn=0.1,density=0.8",exam_score,30,16000,4000,20,14578.727100,75.874714,10.515561,12.941225,0.533873,20.602970,18.775000,36.775000,64.925000,78.175000,0.724990,0.908591,0.806473,1819,690,183,1308,19,19.8848,4.0538,"max_x=20,dim=2,lr_mode=manual-full,pred_range=manual,grad_clip=manual,delta_clip=manual,reconnect_pct=0.0"
